Entity,Label,Ner_model,go_output,umls_output,mesh_output,hpo_output
polyadenylation,SO,craft,[polyadenylation],[polyadenylation],[polyadenylation],[polyadenylation]
genomes,SO,craft,[genomes],[genomes],[genomes],[genomes]
coronavirus replicase polyproteins,TAXON,craft,[coronavirus replicase],[coronavirus replicase],[coronavirus replicase],[coronavirus replicase]
ER,GO,craft,[ER],[ER],[ER],[ER]
cell,CL,craft,[cell],[cell],[cell],[cell]
co-amino terminal replicase polyproteins,SO,craft,[co-amino terminal replicase],[co-amino terminal replicase],[co-amino terminal replicase],[co-amino terminal replicase]
excised fragments,SO,craft,[excised],[excised],[excised],[excised]
intergenic sequence,SO,craft,[intergenic sequence],[intergenic sequence],[intergenic sequence],[intergenic sequence]
mRNA,CHEBI,craft,[mRNA],[mRNA],[mRNA],[mRNA]
membrane protein,GO,craft,[membrane protein],[membrane protein],[membrane protein],[membrane protein]
cleavage site locations,SO,craft,[cleavage site],[cleavage site],[cleavage site],[cleavage site]
negative-strand,SO,craft,[negative-strand],[negative-strand],[negative-strand],[negative-strand]
insertion,SO,craft,[insertion],[insertion],[insertion],[insertion]
conserved,SO,craft,['Nan'],['Nan'],['Nan'],['Nan']
viral RNA,TAXON,craft,[viral RNA],[viral RNA],[viral RNA],[viral RNA]
virus-cell,GO,craft,[virus-cell],[virus-cell],[virus-cell],[virus-cell]
cell cytoplasm,CL,craft,[cell],[cell],[cell],[cell]
toxic domains,CHEBI,craft,[toxic domains],[toxic domains],[toxic domains],[toxic domains]
virions,CL,craft,[virions],[virions],[virions],[virions]
cis,CHEBI,craft,[cis],[cis],[cis],[cis]
TGEV and MHV genomes,DNA,jnlpa,[TGEV],[TGEV],[TGEV],[TGEV]
carboxy terminus,PROTEIN,jnlpa,[carboxy],[carboxy],[carboxy],[carboxy]
minus- strand RNA,RNA,jnlpa,[strand],[strand],[strand],[strand]
bacterial artificial chromosomes,DNA,jnlpa,"[bacterial, 'Entity_Matching_Score :0.7266241312026978', CUI: C0004659, Name: Bacteriuria
Definition: The presence of bacteria in the urine which is normally bacteria-free. These bacteria are from the URINARY TRACT and are not contaminants of the surrounding tissues. Bacteriuria can be symptomatic or asymptomatic. Significant bacteriuria is an indicator of urinary tract infection.
TUI(s): T047
Aliases: (total: 2): 
	 High urine bacteria, Bacteria in urine]","[bacterial, 'Entity_Matching_Score :0.7266241312026978', CUI: C0004659, Name: Bacteriuria
Definition: The presence of bacteria in the urine which is normally bacteria-free. These bacteria are from the URINARY TRACT and are not contaminants of the surrounding tissues. Bacteriuria can be symptomatic or asymptomatic. Significant bacteriuria is an indicator of urinary tract infection.
TUI(s): T047
Aliases: (total: 2): 
	 High urine bacteria, Bacteria in urine]","[bacterial, 'Entity_Matching_Score :0.7266241312026978', CUI: C0004659, Name: Bacteriuria
Definition: The presence of bacteria in the urine which is normally bacteria-free. These bacteria are from the URINARY TRACT and are not contaminants of the surrounding tissues. Bacteriuria can be symptomatic or asymptomatic. Significant bacteriuria is an indicator of urinary tract infection.
TUI(s): T047
Aliases: (total: 2): 
	 High urine bacteria, Bacteria in urine]","[bacterial, 'Entity_Matching_Score :0.7266241312026978', CUI: C0004659, Name: Bacteriuria
Definition: The presence of bacteria in the urine which is normally bacteria-free. These bacteria are from the URINARY TRACT and are not contaminants of the surrounding tissues. Bacteriuria can be symptomatic or asymptomatic. Significant bacteriuria is an indicator of urinary tract infection.
TUI(s): T047
Aliases: (total: 2): 
	 High urine bacteria, Bacteria in urine]"
3′ nontranslated region,DNA,jnlpa,[3′],[3′],[3′],[3′]
accessory and structural genes,DNA,jnlpa,"[accessory, 'Entity_Matching_Score :0.8469967246055603', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7985966205596924', CUI: C0266576, Name: Accessory eyelid
Definition: The presence of more than the normal number of eyelids. [GOC:MG]
TUI(s): T019
Aliases: (total: 1): 
	 Extra eyelid]","[accessory, 'Entity_Matching_Score :0.8469967246055603', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7985966205596924', CUI: C0266576, Name: Accessory eyelid
Definition: The presence of more than the normal number of eyelids. [GOC:MG]
TUI(s): T019
Aliases: (total: 1): 
	 Extra eyelid]","[accessory, 'Entity_Matching_Score :0.8469967246055603', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7985966205596924', CUI: C0266576, Name: Accessory eyelid
Definition: The presence of more than the normal number of eyelids. [GOC:MG]
TUI(s): T019
Aliases: (total: 1): 
	 Extra eyelid]","[accessory, 'Entity_Matching_Score :0.8469967246055603', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7985966205596924', CUI: C0266576, Name: Accessory eyelid
Definition: The presence of more than the normal number of eyelids. [GOC:MG]
TUI(s): T019
Aliases: (total: 1): 
	 Extra eyelid]"
"SCoV
",PROTEIN,jnlpa,[SCoV],[SCoV],[SCoV],[SCoV]
recognition site,DNA,jnlpa,[recognition site],[recognition site],[recognition site],[recognition site]
N,PROTEIN,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
naturally permissive cells,CELL_TYPE,jnlpa,[naturally],[naturally],[naturally],[naturally]
cytoplasmic replication complexes,PROTEIN,jnlpa,[cytoplasmic],[cytoplasmic],[cytoplasmic],[cytoplasmic]
genome RNA,RNA,jnlpa,[genome RNA],[genome RNA],[genome RNA],[genome RNA]
HCoV-229E and IBV genomes,DNA,jnlpa,[HCoV-229E],[HCoV-229E],[HCoV-229E],[HCoV-229E]
replication products,PROTEIN,jnlpa,[replication],[replication],[replication],[replication]
coronavirus proteinase,PROTEIN,jnlpa,[coronavirus proteinase],[coronavirus proteinase],[coronavirus proteinase],[coronavirus proteinase]
nascent minus-strand template,DNA,jnlpa,[nascent],[nascent],[nascent],[nascent]
SCoV proteins,PROTEIN,jnlpa,[SCoV proteins],[SCoV proteins],[SCoV proteins],[SCoV proteins]
replicase,PROTEIN,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
proteinase catalytic residues,PROTEIN,jnlpa,[proteinase],[proteinase],[proteinase],[proteinase]
full-length cDNA clones,DNA,jnlpa,[cDNA clones],[cDNA clones],[cDNA clones],[cDNA clones]
RNA-dependent RNA polymerase,PROTEIN,jnlpa,[RNA-dependent RNA polymerase],[RNA-dependent RNA polymerase],[RNA-dependent RNA polymerase],[RNA-dependent RNA polymerase]
MHV replicase gene,DNA,jnlpa,[MHV replicase],[MHV replicase],[MHV replicase],[MHV replicase]
structural and accessory genes,DNA,jnlpa,"[structural, 'Entity_Matching_Score :0.7000033855438232', CUI: C4025630, Name: Abnormal bone structure
Definition: Any anomaly in the composite material or the layered arrangement of the bony skeleton. [HPO:probinson]
TUI(s): T190
Aliases: (total: 0): 
	 ]","[structural, 'Entity_Matching_Score :0.7000033855438232', CUI: C4025630, Name: Abnormal bone structure
Definition: Any anomaly in the composite material or the layered arrangement of the bony skeleton. [HPO:probinson]
TUI(s): T190
Aliases: (total: 0): 
	 ]","[structural, 'Entity_Matching_Score :0.7000033855438232', CUI: C4025630, Name: Abnormal bone structure
Definition: Any anomaly in the composite material or the layered arrangement of the bony skeleton. [HPO:probinson]
TUI(s): T190
Aliases: (total: 0): 
	 ]","[structural, 'Entity_Matching_Score :0.7000033855438232', CUI: C4025630, Name: Abnormal bone structure
Definition: Any anomaly in the composite material or the layered arrangement of the bony skeleton. [HPO:probinson]
TUI(s): T190
Aliases: (total: 0): 
	 ]"
MHV,DNA,jnlpa,[MHV],[MHV],[MHV],[MHV]
intermediate precursors,CELL_TYPE,jnlpa,[intermediate precursors],[intermediate precursors],[intermediate precursors],[intermediate precursors]
coronavirus replicase polyproteins,PROTEIN,jnlpa,[coronavirus replicase],[coronavirus replicase],[coronavirus replicase],[coronavirus replicase]
proteinases,PROTEIN,jnlpa,[proteinases],[proteinases],[proteinases],[proteinases]
5′ ORF,DNA,jnlpa,[5′],[5′],[5′],[5′]
"S, E, M,",PROTEIN,jnlpa,[S],[S],[S],[S]
papain-like proteinase,PROTEIN,jnlpa,[papain-like proteinase],[papain-like proteinase],[papain-like proteinase],[papain-like proteinase]
cleavage site,DNA,jnlpa,[cleavage site],[cleavage site],[cleavage site],[cleavage site]
mRNAs,RNA,jnlpa,[mRNAs],[mRNAs],[mRNAs],[mRNAs]
replicase proteins,PROTEIN,jnlpa,[replicase proteins],[replicase proteins],[replicase proteins],[replicase proteins]
Subgenomic RNA,RNA,jnlpa,[Subgenomic RNA],[Subgenomic RNA],[Subgenomic RNA],[Subgenomic RNA]
accessory genes,DNA,jnlpa,"[accessory genes, 'Entity_Matching_Score :0.7512114644050598', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7225286960601807', CUI: C0265609, Name: Accessory carpal bones
Definition: The presence of more than the normal number of carpal bones. [HPO:curators]
TUI(s): T019
Aliases: (total: 2): 
	 Supernumerary carpal bones, Extra wrist bones]","[accessory genes, 'Entity_Matching_Score :0.7512114644050598', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7225286960601807', CUI: C0265609, Name: Accessory carpal bones
Definition: The presence of more than the normal number of carpal bones. [HPO:curators]
TUI(s): T019
Aliases: (total: 2): 
	 Supernumerary carpal bones, Extra wrist bones]","[accessory genes, 'Entity_Matching_Score :0.7512114644050598', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7225286960601807', CUI: C0265609, Name: Accessory carpal bones
Definition: The presence of more than the normal number of carpal bones. [HPO:curators]
TUI(s): T019
Aliases: (total: 2): 
	 Supernumerary carpal bones, Extra wrist bones]","[accessory genes, 'Entity_Matching_Score :0.7512114644050598', CUI: C4021372, Name: Supernumerary nostrils
Definition: The presence of more than two nostrils. [PMID:19152422]
TUI(s): T190
Aliases: (total: 5): 
	 Supernumerary naris, Supernumerary nares, Extra nostril, Accessory nostril, Accessory nares, 'Entity_Matching_Score :0.7225286960601807', CUI: C0265609, Name: Accessory carpal bones
Definition: The presence of more than the normal number of carpal bones. [HPO:curators]
TUI(s): T019
Aliases: (total: 2): 
	 Supernumerary carpal bones, Extra wrist bones]"
polymerase complex,PROTEIN,jnlpa,[polymerase complex],[polymerase complex],[polymerase complex],[polymerase complex]
Golgi,PROTEIN,jnlpa,[Golgi],[Golgi],[Golgi],[Golgi]
nucleocapsid protein,PROTEIN,jnlpa,[nucleocapsid protein],[nucleocapsid protein],[nucleocapsid protein],[nucleocapsid protein]
overhanging genomic sequence,DNA,jnlpa,[genomic sequence],[genomic sequence],[genomic sequence],[genomic sequence]
primary receptor,PROTEIN,jnlpa,[primary receptor],[primary receptor],[primary receptor],[primary receptor]
ACE 2,PROTEIN,jnlpa,[ACE],[ACE],[ACE],[ACE]
host cells,CELL_TYPE,jnlpa,[host cells],[host cells],[host cells],[host cells]
picornavirus 3C-like proteinase,PROTEIN,jnlpa,[picornavirus],[picornavirus],[picornavirus],[picornavirus]
replicase genes,DNA,jnlpa,[replicase genes],[replicase genes],[replicase genes],[replicase genes]
Replicase gene proteins,PROTEIN,jnlpa,[Replicase gene proteins],[Replicase gene proteins],[Replicase gene proteins],[Replicase gene proteins]
exonuclease,PROTEIN,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
accessory proteins,PROTEIN,jnlpa,[accessory proteins],[accessory proteins],[accessory proteins],[accessory proteins]
“infectious clone,DNA,jnlpa,[infectious clone],[infectious clone],[infectious clone],[infectious clone]
5′ most replicase gene,DNA,jnlpa,[5′],[5′],[5′],[5′]
MHV genome,DNA,jnlpa,[MHV],[MHV],[MHV],[MHV]
replicase polyprotein,PROTEIN,jnlpa,[replicase polyprotein],[replicase polyprotein],[replicase polyprotein],[replicase polyprotein]
T7 promoter,DNA,jnlpa,[T7],[T7],[T7],[T7]
S protein,PROTEIN,jnlpa,"[S protein, 'Entity_Matching_Score :0.790542483329773', CUI: C0033687, Name: Proteinuria
Definition: The presence of proteins in the urine, an indicator of KIDNEY DISEASES.
TUI(s): T033
Aliases: (total: 2): 
	 Protein in urine, High urine protein levels]","[S protein, 'Entity_Matching_Score :0.790542483329773', CUI: C0033687, Name: Proteinuria
Definition: The presence of proteins in the urine, an indicator of KIDNEY DISEASES.
TUI(s): T033
Aliases: (total: 2): 
	 Protein in urine, High urine protein levels]","[S protein, 'Entity_Matching_Score :0.790542483329773', CUI: C0033687, Name: Proteinuria
Definition: The presence of proteins in the urine, an indicator of KIDNEY DISEASES.
TUI(s): T033
Aliases: (total: 2): 
	 Protein in urine, High urine protein levels]","[S protein, 'Entity_Matching_Score :0.790542483329773', CUI: C0033687, Name: Proteinuria
Definition: The presence of proteins in the urine, an indicator of KIDNEY DISEASES.
TUI(s): T033
Aliases: (total: 2): 
	 Protein in urine, High urine protein levels]"
RNA helicase,PROTEIN,jnlpa,[RNA helicase],[RNA helicase],[RNA helicase],[RNA helicase]
predicted proteins,PROTEIN,jnlpa,[predicted],[predicted],[predicted],[predicted]
envelope (E) proteins,PROTEIN,jnlpa,[envelope],[envelope],[envelope],[envelope]
virus family,PROTEIN,jnlpa,[virus],[virus],[virus],[virus]
co-amino terminal replicase polyproteins,PROTEIN,jnlpa,[co-amino terminal replicase],[co-amino terminal replicase],[co-amino terminal replicase],[co-amino terminal replicase]
amino-terminal third,PROTEIN,jnlpa,[amino-terminal third],[amino-terminal third],[amino-terminal third],[amino-terminal third]
"MHV, genes 3",DNA,jnlpa,[MHV],[MHV],[MHV],[MHV]
angiotensin converting enzyme 2,PROTEIN,jnlpa,[angiotensin],[angiotensin],[angiotensin],[angiotensin]
ERGIC,PROTEIN,jnlpa,[ERGIC],[ERGIC],[ERGIC],[ERGIC]
membrane protein,PROTEIN,jnlpa,[membrane protein],[membrane protein],[membrane protein],[membrane protein]
5′ end,DNA,jnlpa,[5′],[5′],[5′],[5′]
coronavirus genome,DNA,jnlpa,[coronavirus],[coronavirus],[coronavirus],[coronavirus]
CEACAM,PROTEIN,jnlpa,[CEACAM],[CEACAM],[CEACAM],[CEACAM]
class 2 restriction enzymes,PROTEIN,jnlpa,[class 2],[class 2],[class 2],[class 2]
full-length genomic RNA,RNA,jnlpa,[full-length],[full-length],[full-length],[full-length]
hemagglutinin protein,PROTEIN,jnlpa,[hemagglutinin protein],[hemagglutinin protein],[hemagglutinin protein],[hemagglutinin protein]
methyltransferase,PROTEIN,jnlpa,[methyltransferase],[methyltransferase],[methyltransferase],[methyltransferase]
SCoV receptor,PROTEIN,jnlpa,[SCoV receptor],[SCoV receptor],[SCoV receptor],[SCoV receptor]
coronavirus replicase proteins,PROTEIN,jnlpa,[coronavirus replicase],[coronavirus replicase],[coronavirus replicase],[coronavirus replicase]
~30kb genomic clone,DNA,jnlpa,[genomic clone],[genomic clone],[genomic clone],[genomic clone]
electroporated cells,CELL_TYPE,jnlpa,"[cells, 'Entity_Matching_Score :0.7197655439376831', CUI: C1855752, Name: Abnormality of T cells
Definition: An abnormality of T cells. [HPO:curators]
TUI(s): T033
Aliases: (total: 4): 
	 Cellular immune defect, Abnormal T cells, Abnormal T cell morphology, Defective cellular immunity, 'Entity_Matching_Score :0.7136455774307251', CUI: C1276265, Name: Blister cells
Definition: Red blood cells that appear to have parts of them bitten away. [ISBN:978-0-07174889-6]
TUI(s): T025
Aliases: (total: 2): 
	 Bite cells, Degmacytes]","[cells, 'Entity_Matching_Score :0.7197655439376831', CUI: C1855752, Name: Abnormality of T cells
Definition: An abnormality of T cells. [HPO:curators]
TUI(s): T033
Aliases: (total: 4): 
	 Cellular immune defect, Abnormal T cells, Abnormal T cell morphology, Defective cellular immunity, 'Entity_Matching_Score :0.7136455774307251', CUI: C1276265, Name: Blister cells
Definition: Red blood cells that appear to have parts of them bitten away. [ISBN:978-0-07174889-6]
TUI(s): T025
Aliases: (total: 2): 
	 Bite cells, Degmacytes]","[cells, 'Entity_Matching_Score :0.7197655439376831', CUI: C1855752, Name: Abnormality of T cells
Definition: An abnormality of T cells. [HPO:curators]
TUI(s): T033
Aliases: (total: 4): 
	 Cellular immune defect, Abnormal T cells, Abnormal T cell morphology, Defective cellular immunity, 'Entity_Matching_Score :0.7136455774307251', CUI: C1276265, Name: Blister cells
Definition: Red blood cells that appear to have parts of them bitten away. [ISBN:978-0-07174889-6]
TUI(s): T025
Aliases: (total: 2): 
	 Bite cells, Degmacytes]","[cells, 'Entity_Matching_Score :0.7197655439376831', CUI: C1855752, Name: Abnormality of T cells
Definition: An abnormality of T cells. [HPO:curators]
TUI(s): T033
Aliases: (total: 4): 
	 Cellular immune defect, Abnormal T cells, Abnormal T cell morphology, Defective cellular immunity, 'Entity_Matching_Score :0.7136455774307251', CUI: C1276265, Name: Blister cells
Definition: Red blood cells that appear to have parts of them bitten away. [ISBN:978-0-07174889-6]
TUI(s): T025
Aliases: (total: 2): 
	 Bite cells, Degmacytes]"
SCoV.,PROTEIN,jnlpa,[SCoV.],[SCoV.],[SCoV.],[SCoV.]
proteinase,PROTEIN,jnlpa,[proteinase],[proteinase],[proteinase],[proteinase]
3CLpro crystal structure,PROTEIN,jnlpa,[crystal structure],[crystal structure],[crystal structure],[crystal structure]
positive-strand RNA virus family,PROTEIN,jnlpa,[positive-strand RNA virus],[positive-strand RNA virus],[positive-strand RNA virus],[positive-strand RNA virus]
SCoV culture,CELL_LINE,jnlpa,[SCoV culture],[SCoV culture],[SCoV culture],[SCoV culture]
viral RNA,RNA,jnlpa,[viral RNA],[viral RNA],[viral RNA],[viral RNA]
GFP,PROTEIN,jnlpa,[GFP],[GFP],[GFP],[GFP]
mature replicase proteins,PROTEIN,jnlpa,[mature],[mature],[mature],[mature]
PLP,PROTEIN,jnlpa,[PLP],[PLP],[PLP],[PLP]
3C-like proteinases,PROTEIN,jnlpa,[proteinases],[proteinases],[proteinases],[proteinases]
transcriptional regulatory sequence,DNA,jnlpa,[transcriptional regulatory sequence],[transcriptional regulatory sequence],[transcriptional regulatory sequence],[transcriptional regulatory sequence]
single-stranded RNA molecule,PROTEIN,jnlpa,[single-stranded RNA molecule],[single-stranded RNA molecule],[single-stranded RNA molecule],[single-stranded RNA molecule]
TRS,DNA,jnlpa,[TRS],[TRS],[TRS],[TRS]
intergenic sequence,DNA,jnlpa,[intergenic sequence],[intergenic sequence],[intergenic sequence],[intergenic sequence]
natural variants and mutants,PROTEIN,jnlpa,[natural variants],[natural variants],[natural variants],[natural variants]
3′ 10 kb,DNA,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
competent cells,CELL_TYPE,jnlpa,[competent cells],[competent cells],[competent cells],[competent cells]
viral replicase proteins,PROTEIN,jnlpa,[viral replicase proteins],[viral replicase proteins],[viral replicase proteins],[viral replicase proteins]
replicase gene,DNA,jnlpa,[replicase gene],[replicase gene],[replicase gene],[replicase gene]
ER,PROTEIN,jnlpa,[ER],[ER],[ER],[ER]
CcoV,PROTEIN,jnlpa,[CcoV],[CcoV],[CcoV],[CcoV]
TGEV genome,DNA,jnlpa,[TGEV],[TGEV],[TGEV],[TGEV]
carcino-embryonic antigen–cell adhesion molecule,PROTEIN,jnlpa,"[carcino-embryonic antigen–, 'Entity_Matching_Score :0.8298642635345459', CUI: C4476917, Name: Elevated carcinoembryonic antigen level
Definition: An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. [PMID:11274010]
TUI(s): T033
Aliases: (total: 1): 
	 Increased plasma CEA]","[carcino-embryonic antigen–, 'Entity_Matching_Score :0.8298642635345459', CUI: C4476917, Name: Elevated carcinoembryonic antigen level
Definition: An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. [PMID:11274010]
TUI(s): T033
Aliases: (total: 1): 
	 Increased plasma CEA]","[carcino-embryonic antigen–, 'Entity_Matching_Score :0.8298642635345459', CUI: C4476917, Name: Elevated carcinoembryonic antigen level
Definition: An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. [PMID:11274010]
TUI(s): T033
Aliases: (total: 1): 
	 Increased plasma CEA]","[carcino-embryonic antigen–, 'Entity_Matching_Score :0.8298642635345459', CUI: C4476917, Name: Elevated carcinoembryonic antigen level
Definition: An increased blood concentration of the carcinoembryonic antigen (CEA). CEA is a member of the immunoglobulin supergene family. The human CEA gene family is clustered on chromosome 19q and comprises 29 genes. CEA is highly expressed in embryonic tissue and in some cancers, and is a widely used tumor marker. [PMID:11274010]
TUI(s): T033
Aliases: (total: 1): 
	 Increased plasma CEA]"
replicase polyproteins,PROTEIN,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
plasmid,DNA,jnlpa,[plasmid],[plasmid],[plasmid],[plasmid]
5′ fragment A,DNA,jnlpa,[5′],[5′],[5′],[5′]
nascent replicase polyproteins,PROTEIN,jnlpa,[nascent replicase],[nascent replicase],[nascent replicase],[nascent replicase]
subgenomic mRNAs,RNA,jnlpa,[subgenomic],[subgenomic],[subgenomic],[subgenomic]
small membrane protein (E),PROTEIN,jnlpa,[small membrane protein],[small membrane protein],[small membrane protein],[small membrane protein]
human populations,CELL_TYPE,jnlpa,"[human, 'Entity_Matching_Score :0.7354312539100647', CUI: C3277117, Name: Caudal appendage
Definition: The presence of a tail-like skin appendage located adjacent to the sacrum. [HPO:probinson]
TUI(s): T033
Aliases: (total: 2): 
	 Coccygeal tail, Human tail]","[human, 'Entity_Matching_Score :0.7354312539100647', CUI: C3277117, Name: Caudal appendage
Definition: The presence of a tail-like skin appendage located adjacent to the sacrum. [HPO:probinson]
TUI(s): T033
Aliases: (total: 2): 
	 Coccygeal tail, Human tail]","[human, 'Entity_Matching_Score :0.7354312539100647', CUI: C3277117, Name: Caudal appendage
Definition: The presence of a tail-like skin appendage located adjacent to the sacrum. [HPO:probinson]
TUI(s): T033
Aliases: (total: 2): 
	 Coccygeal tail, Human tail]","[human, 'Entity_Matching_Score :0.7354312539100647', CUI: C3277117, Name: Caudal appendage
Definition: The presence of a tail-like skin appendage located adjacent to the sacrum. [HPO:probinson]
TUI(s): T033
Aliases: (total: 2): 
	 Coccygeal tail, Human tail]"
SCoV replicase polyprotein cleavage sites,PROTEIN,jnlpa,[SCoV replicase polyprotein cleavage sites],[SCoV replicase polyprotein cleavage sites],[SCoV replicase polyprotein cleavage sites],[SCoV replicase polyprotein cleavage sites]
viral proteinases,PROTEIN,jnlpa,[viral proteinases],[viral proteinases],[viral proteinases],[viral proteinases]
"structural proteins S, E, M,",PROTEIN,jnlpa,[structural proteins],[structural proteins],[structural proteins],[structural proteins]
deVries,PROTEIN,jnlpa,['Nan'],['Nan'],['Nan'],['Nan']
viral replication complexes,PROTEIN,jnlpa,[viral replication complexes],[viral replication complexes],[viral replication complexes],[viral replication complexes]
SCoV,PROTEIN,jnlpa,[SCoV],[SCoV],[SCoV],[SCoV]
3′ sequence,DNA,jnlpa,[3′],[3′],[3′],[3′]
spike protein,PROTEIN,jnlpa,[spike protein],[spike protein],[spike protein],[spike protein]
cDNA fragments,DNA,jnlpa,[cDNA fragments],[cDNA fragments],[cDNA fragments],[cDNA fragments]
regulatory and genetic elements,DNA,jnlpa,[regulatory],[regulatory],[regulatory],[regulatory]
MHV,PROTEIN,jnlpa,[MHV],[MHV],[MHV],[MHV]
MHV replicase proteins,PROTEIN,jnlpa,[MHV replicase],[MHV replicase],[MHV replicase],[MHV replicase]
